slug,name,english_name,region_primary,region_secondary,address,phone,homepage_url,booking_url,map_url,membership_required,membership_note,booking_note,status,verification_status
gw-course-29cb8e09,한탄강컨트리클럽,,강원,철원,강원도 철원군 갈말읍 순담길 59,,,,,false,대중제,odcloud batch import / holes=18 / source_count=1,active,draft
gw-course-98372db4,설악썬밸리컨트리클럽,,강원,고성,강원도 고성군 죽왕면 순포로 188,,,,,false,대중제,odcloud batch import / holes=27 / source_count=1,active,draft
gw-course-cc9c46d3,소노펠리체 컨트리클럽 델피노,,강원,고성,강원도 고성군 토성면 미시령옛길 1153,,,,,false,대중제,odcloud batch import / holes=18 / source_count=1,active,draft
gw-course-a95c5afd,파인리즈컨트리클럽,,강원,고성,강원도 고성군 토성면 잼버리동로 267,,,,,false,대중제,odcloud batch import / holes=27 / source_count=1,active,draft
gw-course-15f415f0,설해원,,강원,양양,강원도 양양군 손양면 공항로 230,,,,,false,대중제,odcloud batch import / holes=27 / source_count=1,active,draft
gw-course-f1247706,설해원 더 레전드 코스,,강원,양양,강원도 양양군 손양면 공항로 230,,,,,false,대중제,odcloud batch import / holes=18 / source_count=1,active,draft
cb-course-7317092f,그랜드,,충북,청주,청주시 청원군 오창읍 꽃화산길 14,,,,,true,회원제,odcloud batch import / holes=27 / source_count=1,active,draft
cb-course-fe5a12fe,에스엘세레스임페리얼레이크,,충북,충주,충주시 금가면 다래울길 52,,,,,false,대중제,odcloud batch import / holes=18 / source_count=1,active,draft
cb-course-6ffed520,"아난티 중앙골프클럽(구,디에머슨)",,충북,진천,진천군 백곡면 배티로 818-105,,,,,true,회원제,odcloud batch import / holes=27 / source_count=1,active,draft
cb-course-9a37332e,천룡,,충북,진천,진천군 이월면 진안로 425,,,,,false,대중제,odcloud batch import / holes=9 / source_count=1,active,draft
cb-course-ec098c8c,시그너스,,충북,충주,충주시 앙성면 중방곡길 57-44,,,,,false,대중제,odcloud batch import / holes=18 / source_count=2,active,draft
cb-course-08417dc6,떼제베,,충북,청주,청주시 흥덕구 옥산면 동림2길 149,,,,,false,대중제,odcloud batch import / holes=36 / source_count=1,active,draft
cb-course-c99791c3,썬밸리,,충북,음성,음성군 삼성면 법말길 49,,,,,false,대중제,odcloud batch import / holes=18 / source_count=1,active,draft
cb-course-3124ecd8,"세레니티cc(구, 실크리버)",,충북,청주,청주시 서원구 남이면 문곡구절골길 236,,,,,false,대중제,odcloud batch import / holes=9 / source_count=1,active,draft
cb-course-cceb7e5d,중원,,충북,충주,충주시 산척면 인등로 392,,,,,false,대중제,odcloud batch import / holes=27 / source_count=1,active,draft
cb-course-a4706ad8,레인보우힐스,,충북,음성,음성군 생극면 차생로 168,,,,,false,대중제,odcloud batch import / holes=27 / source_count=1,active,draft
cb-course-fee4bcd8,스타cc,,충북,충주,충주시 앙성면 상대촌1길 198,,,,,true,회원제,odcloud batch import / holes=18 / source_count=1,active,draft
cb-course-c376ccf6,아름다운cc,,충북,진천,진천군 백곡면 소토골길 61,,,,,false,대중제,odcloud batch import / holes=27 / source_count=1,active,draft
cb-course-d3185305,골드나인,,충북,청주,청주시 청원구 낭성면 산성로 1520-17,,,,,false,대중제,odcloud batch import / holes=9 / source_count=1,active,draft
cb-course-7612c73e,센테리움,,충북,충주,충주시 노은면 솔고개로 750,,,,,false,대중제,odcloud batch import / holes=27 / source_count=1,active,draft
cb-course-6ae4a810,대호단양,,충북,단양,단양군 매포읍 고양5길 43,,,,,false,대중제,odcloud batch import / holes=18 / source_count=1,active,draft
cb-course-a9857544,대영베이스,,충북,충주,충주시 대소원면 성종두담길 113,,,,,false,대중제,odcloud batch import / holes=18 / source_count=1,active,draft
cb-course-4ceb9722,골프존카운티 진천,,충북,진천,진천군 진천읍 송강로 783-51,,,,,false,대중제,odcloud batch import / holes=27 / source_count=1,active,draft
cb-course-e7f0426f,오창에딘버러,,충북,청주,청주시 청원구 오창읍 두릉유리로 846,,,,,false,대중제,odcloud batch import / holes=9 / source_count=1,active,draft
cb-course-3be57936,이븐데일,,충북,청주,청주시 상당구 미원면 대신2길 31,,,,,false,대중제,odcloud batch import / holes=18 / source_count=1,active,draft
cb-course-1e6fc0c5,킹즈락,,충북,제천,제천시 천남동 내토로7길 136,,,,,false,대중제,odcloud batch import / holes=27 / source_count=1,active,draft
cb-course-d404ff1c,골프존카운티화랑,,충북,진천,진천군 문백면 농다리로 809,,,,,false,대중제,odcloud batch import / holes=18 / source_count=1,active,draft
cb-course-f4d8e7ca,젠스필드,,충북,음성,음성군 삼성면 덕호로 382,,,,,false,대중제,odcloud batch import / holes=18 / source_count=1,active,draft
cb-course-ec307536,로얄포레,,충북,충주,충주시 신니면 화치3길 35,,,,,false,대중제,odcloud batch import / holes=18 / source_count=1,active,draft
cb-course-c02e34e9,대영힐스,,충북,충주,충주시 대소원면 성종두담길 114,,,,,false,대중제,odcloud batch import / holes=27 / source_count=1,active,draft
cb-course-4da07be7,진양밸리,,충북,음성,음성군 삼성면 금일로 1195,,,,,false,대중제,odcloud batch import / holes=27 / source_count=1,active,draft
cb-course-5ad33c88,에콜리안제천,,충북,제천,제천시 고암동 송학 주천로 102,,,,,false,대중제,odcloud batch import / holes=9 / source_count=1,active,draft
cb-course-ba7c8fd5,코스카,,충북,음성,음성군 음성읍 동음로 318,,,,,false,대중제,odcloud batch import / holes=27 / source_count=1,active,draft
cb-course-5a90ea37,클럽디속리산,,충북,보은,보은군 탄부면 평각상장로 230,,,,,false,대중제,odcloud batch import / holes=18 / source_count=1,active,draft
cb-course-a81b2d0b,킹스데일,,충북,충주,충주시 주덕면 기업도시3로 2,,,,,false,대중제,odcloud batch import / holes=18 / source_count=1,active,draft
cb-course-0dcccb74,동촌,,충북,충주,충주시 노은면 감노로 1327,,,,,false,대중제,odcloud batch import / holes=18 / source_count=1,active,draft
cb-course-e3a7cd7e,세일,,충북,충주,충주시 신니면 동락길 207,,,,,false,대중제,odcloud batch import / holes=18 / source_count=1,active,draft
cb-course-44b3377c,클럽디보은,,충북,보은,보은군 보은읍 장속중초로 386,,,,,false,대중제,odcloud batch import / holes=18 / source_count=1,active,draft
cb-course-3a454984,감곡cc,,충북,음성,음성군 감곡면 문촌리 산81-6,,,,,false,대중제,odcloud batch import / holes=18 / source_count=1,active,draft
cb-course-dbc52705,영동일라이트컨트리클럽,,충북,영동,영동군 영동읍 매천리 산35-1,,,,,false,대중제,odcloud batch import / holes=18 / source_count=1,active,draft
cb-course-973eaaa4,올데이골프앤리조트,,충북,충주,충주시 앙성면 조천리 350,,,,,false,대중제,odcloud batch import / holes=27 / source_count=1,active,draft
cb-course-8b712b5d,일레븐,,충북,충주,충주시 앙성면 본평리 산 43-1,,,,,false,대중제,odcloud batch import / holes=18 / source_count=1,active,draft
cb-course-875d640d,블랙스톤,,충북,증평,증평군 도안면 벼루재길 334,,,,,false,대중제,odcloud batch import / holes=18 / source_count=1,active,draft
cn-course-633cb18f,우정힐스 컨트리클럽,,충남,천안,천안시 동남구 목천읍 충정로 1048-68,,,,,true,회원제,odcloud batch import / holes=18 / source_count=1,active,draft
cn-course-3644beff,천안상록골프장,,충남,천안,천안시 동남구 수신면 수신로 576,,,,,false,대중제,odcloud batch import / holes=27 / source_count=1,active,draft
cn-course-af5e82a1,뉴데이컨트리클럽,,충남,천안,천안시 동남구 북면 납안5길 74,,,,,true,회원제,odcloud batch import / holes=18 / source_count=1,active,draft
cn-course-f547ebb9,프린세스 골프클럽,,충남,공주,공주시 정안면 방자들길 81-50(인풍리),,,,,false,대중제,odcloud batch import / holes=18 / source_count=1,active,draft
cn-course-35936ed9,골드리버CC,,충남,공주,공주시 의당면 신정말길 67-133(청룡리),,,,,false,대중제,odcloud batch import / holes=9 / source_count=1,active,draft
cn-course-a00762ea,계룡산골프장,,충남,공주,공주시 계룡면 아랫난댕이길 17(내흥리),,,,,false,대중제,odcloud batch import / holes=9 / source_count=1,active,draft
cn-course-d9954bcb,보령베이스CC,,충남,보령,보령시 옥마벚길 10,,,,,false,대중제,odcloud batch import / holes=9 / source_count=1,active,draft
cn-course-7b7e3739,에스앤 골프리조트,,충남,보령,보령시 남포면 양항리 650-2,,,,,false,대중제,odcloud batch import / holes=9 / source_count=1,active,draft
cn-course-73e45064,도고컨트리구락부,,충남,아산,아산시 선장면 삼봉산길 188,,,,,true,회원제,odcloud batch import / holes=18 / source_count=1,active,draft
cn-and-62b36d36,에스지아름다운골프&리조트,,충남,아산,아산시 영인면 영인산로 440,,,,,false,대중제,odcloud batch import / holes=27 / source_count=1,active,draft
cn-course-c7a4e26a,서산수 골프앤리조트,,충남,서산,서산시 대산읍 삼길포7로 8,,,,,false,대중제,odcloud batch import / holes=18 / source_count=1,active,draft
cn-course-d0622a1e,더힐 컨트리클럽,,충남,논산,논산시 상월면 선비로 1079,,,,,false,대중제,odcloud batch import / holes=9 / source_count=1,active,draft
cn-course-2da0fb85,아리스타 CC,,충남,연무읍,연무읍 황화정리 산100,,,,,false,대중제,odcloud batch import / holes=18 / source_count=1,active,draft
cn-course-4093cbff,파인스톤 컨트리클럽,,충남,당진,당진시 송산면 무수들길 90,,,,,false,대중제,odcloud batch import / holes=18 / source_count=1,active,draft
cn-course-5f4e6137,파나시아 골프클럽,,충남,당진,당진시 신평면 계명길 33,,,,,false,대중제,odcloud batch import / holes=9 / source_count=1,active,draft
cn-course-e9100428,에딘버러 컨트리클럽,,충남,금산,금산군 진산면 살구정길 167,,,,,true,회원제,odcloud batch import / holes=18 / source_count=1,active,draft
cn-course-3754b263,백제컨트리클럽,,충남,부여,부여군 은산면 충절로 3734-82,,,,,false,대중제,odcloud batch import / holes=27 / source_count=1,active,draft
cn-course-5a38e286,㈜호텔롯데 스카이힐 부여CC,,충남,부여,부여군 규암면 백제문로 470,,,,,false,대중제,odcloud batch import / holes=18 / source_count=1,active,draft
cn-and-d6fea224,골든베이골프&리조트,,충남,태안,태안군 근흥면 정선포로 217,,,,,false,대중제,odcloud batch import / holes=27 / source_count=1,active,draft
cn-course-31d1ed89,스톤비치컨트리클럽,,충남,태안,태안군 근흥면 갈음이길 88,,,,,false,대중제,odcloud batch import / holes=18 / source_count=1,active,draft
