course_slug,policy_type,policy_summary,source_text,days_before_open,open_weekday,open_time,monthly_open_day,monthly_offset_months,rule_interpretation,manual_open_datetime,is_active,note
belles-forest,days_before,공식 사이트 기반 규칙 확인 필요,벨라스톤 예약 화면 확인. 세부 오픈 규칙 추가 필요,,,,,,,,true,문구 캡처 후 확정
oak-valley,days_before,예약안내 페이지/예약시스템 확인(수치 미확정),"예약안내 페이지 및 별도 예약시스템 존재 확인, 오픈 규칙 문구 수집 필요",,,,,,,,true,코스별(오크밸리/오크힐스/성문안) 분리 수집 필요
gg-course-cea02618,days_before,,,,,,,,,,true,
gg-course-14e7130a,days_before,,,,,,,,,,true,
gg-course-881db865,days_before,,,,,,,,,,true,
gg-1-2-3-8f7515a7,days_before,,,,,,,,,,true,
gg-course-1c81528e,days_before,,,,,,,,,,true,
gg-course-8401df7b,days_before,,,,,,,,,,true,
gg-9-8f6d2a79,days_before,,,,,,,,,,true,
gg-course-a2a6fe90,days_before,,,,,,,,,,true,
gg-course-16de998b,days_before,,,,,,,,,,true,
gg-course-953888ae,days_before,,,,,,,,,,true,
gg-course-182e182e,days_before,,,,,,,,,,true,
gg-course-7578bc98,days_before,,,,,,,,,,true,
gg-course-683511a8,days_before,,,,,,,,,,true,
gg-88cc-e0cc87c1,days_before,,,,,,,,,,true,
gg-course-2d7aa27c,days_before,,,,,,,,,,true,
gg-course-1b363423,days_before,,,,,,,,,,true,
gg-course-065e3297,days_before,,,,,,,,,,true,
gg-course-0dea8d8e,days_before,,,,,,,,,,true,
gg-course-b78a8a7b,days_before,,,,,,,,,,true,
gg-course-0c8e9bf0,days_before,,,,,,,,,,true,
gg-course-1fa6b53f,days_before,,,,,,,,,,true,
gg-course-6c9b2318,days_before,,,,,,,,,,true,
gg-course-180565f4,days_before,,,,,,,,,,true,
gg-course-c1624630,days_before,,,,,,,,,,true,
gg-course-ae4add4f,days_before,,,,,,,,,,true,
gg-course-0c285f92,days_before,,,,,,,,,,true,
gg-course-8a5ace50,days_before,,,,,,,,,,true,
gg-course-838a197e,days_before,,,,,,,,,,true,
gg-course-e1f9eeca,days_before,,,,,,,,,,true,
gg-course-c9aca9fc,days_before,,,,,,,,,,true,
gg-course-87c56001,days_before,,,,,,,,,,true,
gg-course-bc144d5c,days_before,,,,,,,,,,true,
gg-course-d89b3f65,days_before,,,,,,,,,,true,
gg-course-dd87b6c7,days_before,,,,,,,,,,true,
gg-course-33d3ad4b,days_before,,,,,,,,,,true,
gg-course-2a0ca6e5,days_before,,,,,,,,,,true,
gg-course-9a70fd2f,days_before,,,,,,,,,,true,
gg-course-415f04f4,days_before,,,,,,,,,,true,
gg-course-a399b04c,days_before,,,,,,,,,,true,
gg-c-c-8ca0b3e5,days_before,,,,,,,,,,true,
gg-c-c-82c8d9a6,days_before,,,,,,,,,,true,
gg-c-c-76eb2414,days_before,,,,,,,,,,true,
gg-c-c-0045c7f2,days_before,,,,,,,,,,true,
gg-c-c-656781c7,days_before,,,,,,,,,,true,
gg-course-b8d4a768,days_before,,,,,,,,,,true,
gg-course-23c4a399,days_before,,,,,,,,,,true,
gg-course-a95cb618,days_before,,,,,,,,,,true,
gg-course-ee165b3b,days_before,,,,,,,,,,true,
gg-j-7f1b2bd6,days_before,,,,,,,,,,true,
gg-course-571994d6,days_before,,,,,,,,,,true,
gg-course-d3af7584,days_before,,,,,,,,,,true,
gg-course-be13bc3d,days_before,,,,,,,,,,true,
gg-ku-e4380e76,days_before,,,,,,,,,,true,
gg-course-d2c85d75,days_before,,,,,,,,,,true,
gg-seaside-23f433d6,days_before,,,,,,,,,,true,
gg-course-37c9fd2d,days_before,,,,,,,,,,true,
gg-course-153f54b8,days_before,,,,,,,,,,true,
gg-course-84e0db6f,days_before,,,,,,,,,,true,
gg-300-0ab92dd1,days_before,,,,,,,,,,true,
gg-course-83f3b811,days_before,,,,,,,,,,true,
gg-course-340af91b,days_before,,,,,,,,,,true,
gg-course-2f95d0d5,days_before,,,,,,,,,,true,
gg-course-e3ce3a71,days_before,,,,,,,,,,true,
gg-course-50020c4c,days_before,,,,,,,,,,true,
gg-course-b004cfaa,days_before,,,,,,,,,,true,
gg-course-d7e0ec42,days_before,,,,,,,,,,true,
gg-course-5e5cb750,days_before,,,,,,,,,,true,
gg-course-bd67231f,days_before,,,,,,,,,,true,
gg-c-c-84870639,days_before,,,,,,,,,,true,
gg-c-c-ba32aabb,days_before,,,,,,,,,,true,
gg-g-c-d49fad8a,days_before,,,,,,,,,,true,
gg-g-c-be0c5e22,days_before,,,,,,,,,,true,
gg-course-ac0ee080,days_before,,,,,,,,,,true,
gg-c-c-a88c077f,days_before,,,,,,,,,,true,
gg-course-2b07f1bc,days_before,,,,,,,,,,true,
gg-c-c-c2a5216c,days_before,,,,,,,,,,true,
gg-q-336ce75b,days_before,,,,,,,,,,true,
gg-h-0075edd6,days_before,,,,,,,,,,true,
gg-course-56f759d0,days_before,,,,,,,,,,true,
gg-course-48d7c23e,days_before,,,,,,,,,,true,
gg-g-c-c291230f,days_before,,,,,,,,,,true,
gg-course-aa1f712f,days_before,,,,,,,,,,true,
gg-course-b8b176fd,days_before,,,,,,,,,,true,
gg-course-06313490,days_before,,,,,,,,,,true,
gg-course-02e5323a,days_before,,,,,,,,,,true,
